,User,Tweets,Url,likeCount,retweetCount,followersCount,metionedUsers
2160,ashcooperkerns,@lorigraceaz @EmilyLazar_SM @livingwithwill @NFT_ish @chussain @jordanbayne @KeithBotha2 @MIKASHU02 @lem__ny @judeaz_ @nft_papi @washindustries @EmpressTrash @Gilanyi @sheiladarcey I was still being told as a new attorney in California that I had to wear a skirt suit &amp; be “desirable” looking to succeed - in 2006. In my lifetime I want to see the equality and equity we’ve each worked toward. It’s gonna take all of us and Web3.0. We’re ready.,https://twitter.com/ashcooperkerns/status/1462289720369565699,2,0,3639,"['lorigraceaz', 'EmilyLazar_SM', 'livingwithwill', 'NFT_ish', 'chussain', 'jordanbayne', 'KeithBotha2', 'lem__ny', 'judeaz_', 'nft_papi', 'washindustries', 'EmpressTrash', 'Gilanyi', 'sheiladarcey']"
2161,lorigraceaz,"@EmilyLazar_SM @ashcooperkerns @livingwithwill @NFT_ish @chussain @jordanbayne @KeithBotha2 @MIKASHU02 @lem__ny @judeaz_ @nft_papi @washindustries @EmpressTrash @Gilanyi @sheiladarcey I retweeted this as soon as I saw it this morning.  And I commented on the post that as a transwoman who's been told to sit back and wait our turn (back in the 90's), I'm all for equality and equity: TODAY.  This is Web3.0, we're not playing by those old rules again.",https://twitter.com/lorigraceaz/status/1462288787363352576,4,0,35609,"['EmilyLazar_SM', 'ashcooperkerns', 'livingwithwill', 'NFT_ish', 'chussain', 'jordanbayne', 'KeithBotha2', 'lem__ny', 'judeaz_', 'nft_papi', 'washindustries', 'EmpressTrash', 'Gilanyi', 'sheiladarcey']"
2162,NFTforDRC,"Happy early Bday to me. My second NFT ever. I love her vibe. 🪐⛏ 🌅😈💞💜I love this, “Our team comes from diverse backgrounds from across the globe…. advocate for equality for women...” ok what now..
@RealSolSisters https://t.co/AQMMMafECT",https://twitter.com/NFTforDRC/status/1462172959666163714,24,4,34,['RealSolSisters']
2163,nft_Vis,@matthewmorrocco It’s always the right time for equality and freedom,https://twitter.com/nft_Vis/status/1462153814778208263,1,0,1854,['matthewmorrocco']
2164,matthewmorrocco,"Excited to be proven right, that NOW is the correct time for equality, and the NFT space is ready for this work

Digital Exhibition — https://t.co/de5liWYVYJ 
OpenSea — https://t.co/9KYVcq5KeJ https://t.co/sPhqUb6Uhg",https://twitter.com/matthewmorrocco/status/1462144896538591237,71,10,3646,
2165,DanOliverTweets,"https://t.co/UTsIlbIofy 🏳️‍🌈If you have Polygon in your wallet please take a minute to support this project I created to bring awareness and greater equality to the LGBTQ+ community!  Please buy, share and retweet! #NFT #Art #NFTS #TheMinimalists #Pride #NFTART #NFTCommunity 🏳️‍🌈",https://twitter.com/DanOliverTweets/status/1462072542018031626,4,0,536,
2166,liv_nft,"@matthewmorrocco Hell to the narrow mindedness. Too early? When you’re accustomed to privilege, equality feels like oppression. Spread the queer love 💚",https://twitter.com/liv_nft/status/1462013436204834818,4,0,2290,['matthewmorrocco']
2167,matthewmorrocco,People have said that my queer project is too early for the NFT space. Can someone kindly tell me when is the CORRECT time for equality???,https://twitter.com/matthewmorrocco/status/1461796121618141193,963,70,3646,
2168,matthewmorrocco,the verdict today should be a lesson to the NFT space—justice and equality requires hard work. people still think the justice system is fair. it’s not. can we build a better world? —time will tell.,https://twitter.com/matthewmorrocco/status/1461793982871134217,18,0,3646,
2169,MsSilentSoprano,@PiaWurtzbach @ThePangaensNFT @carlalizardo_ Gender equality related discussion and overcoming certain types of discrimination in the #nft #metaverse is very timely. The #Binamon Team supports your advocacy since the beginning. We are one with you in introducing crypto in developing countries through #p2e #nfts,https://twitter.com/MsSilentSoprano/status/1461702473060478977,2,0,961,"['PiaWurtzbach', 'carlalizardo_']"
